station identifier,date,observation type,observation value,TMAX_F
AU000005901,18640315,TMAX,164,327.2
AU000005901,18640315,TMIN,34,93.2
GM000004204,18640315,TMAX,135,275.0
GM000004204,18640315,TMIN,61,141.8
GM000004204,18640315,PRCP,0,32.0
ASN00061055,18640315,PRCP,0,32.0
ASN00021014,18640315,PRCP,0,32.0
UK000047811,18640315,TMAX,100,212.0
UK000047811,18640315,TMIN,-2,28.4
UK000047811,18640315,PRCP,41,105.8
HR000142360,18640315,PRCP,0,32.0
ASN00084016,18640315,PRCP,41,105.8
ITE00100552,18640315,PRCP,0,32.0
ASN00021010,18640315,PRCP,0,32.0
ITE00100553,18640315,PRCP,0,32.0
ITE00105250,18640315,PRCP,6,42.8
UK000056225,18640315,TMAX,82,179.6
UK000056225,18640315,TMIN,4,39.2
UK000056225,18640315,PRCP,27,80.6
ASN00026026,18640315,PRCP,0,32.0
ASN00089049,18640315,PRCP,8,46.4
SZ000006717,18640315,TMAX,38,100.4
SZ000006717,18640315,TMIN,-39,-38.2
ASN00023078,18640315,PRCP,0,32.0
ASN00019024,18640315,PRCP,0,32.0
ITE00100550,18640316,TMAX,135,275.0
ITE00100550,18640316,TMIN,60,140.0
ITE00100550,18640316,PRCP,0,32.0
USC00064757,18640316,PRCP,0,32.0
SF000208660,18640316,PRCP,0,32.0
SWE00100003,18640316,PRCP,0,32.0
ASN00086071,18640316,TMAX,193,379.40000000000003
ASN00086071,18640316,TMIN,78,172.4
ASN00086071,18640316,PRCP,0,32.0
USP00CA0003,18640316,PRCP,0,32.0
USC00189674,18640316,PRCP,0,32.0
CA006158350,18640316,TMAX,6,42.8
CA006158350,18640316,TMIN,-94,-137.20000000000002
CA006158350,18640316,PRCP,0,32.0
CA006158350,18640316,SNOW,0,32.0
HRE00105189,18640316,PRCP,208,406.40000000000003
ASN00067054,18640316,PRCP,130,266.0
ASN00081003,18640316,PRCP,0,32.0
ASN00078037,18640316,PRCP,0,32.0
ASN00070037,18640316,PRCP,0,32.0
EIE00101859,18640316,TMAX,94,201.20000000000002
EIE00101859,18640316,TMIN,50,122.0
EIE00101859,18640316,PRCP,104,219.20000000000002
ASN00019036,18640316,PRCP,0,32.0
BE000006447,18640316,TMAX,78,172.4
BE000006447,18640316,TMIN,25,77.0
AGE00135039,18640316,TMAX,165,329.0
AGE00135039,18640316,TMIN,80,176.0
AGE00135039,18640316,PRCP,0,32.0
ASN00022020,18640316,PRCP,0,32.0
ASN00023721,18640316,PRCP,0,32.0
USC00047738,18640316,PRCP,0,32.0
NLM00006235,18640316,PRCP,0,32.0
ASN00026020,18640316,PRCP,0,32.0
GME00125218,18640316,TMAX,50,122.0
GME00125218,18640316,TMIN,4,39.2
GME00125218,18640316,PRCP,10,50.0
GME00125218,18640316,SNWD,0,32.0
NLE00100499,18640316,PRCP,0,32.0
EZE00100082,18640316,TMAX,80,176.0
EZE00100082,18640316,TMIN,12,53.6
EZE00100082,18640316,PRCP,1,33.8
ITE00100554,18640316,TMAX,134,273.20000000000005
ITE00100554,18640316,TMIN,36,96.8
ITE00100554,18640316,PRCP,0,32.0
USC00361920,18640316,PRCP,0,32.0
ASN00056002,18640316,PRCP,0,32.0
ASN00066062,18640316,TMAX,213,415.40000000000003
ASN00066062,18640316,TMIN,161,321.8
ASN00066062,18640316,PRCP,198,388.40000000000003
ASN00023000,18640316,PRCP,0,32.0
ASN00072001,18640316,PRCP,0,32.0
SW000010537,18640316,PRCP,0,32.0
AU000005901,18640316,TMAX,133,271.4
AU000005901,18640316,TMIN,3,37.4
GM000004204,18640316,TMAX,89,192.20000000000002
GM000004204,18640316,TMIN,13,55.400000000000006
GM000004204,18640316,PRCP,9,48.2
ASN00061055,18640316,PRCP,1270,2318.0
ASN00021014,18640316,PRCP,0,32.0
UK000047811,18640316,TMAX,76,168.8
UK000047811,18640316,TMIN,-8,17.6
UK000047811,18640316,PRCP,0,32.0
HR000142360,18640316,PRCP,14,57.2
ASN00084016,18640316,PRCP,0,32.0
ITE00100552,18640316,PRCP,0,32.0
ASN00021010,18640316,PRCP,0,32.0
ITE00100553,18640316,PRCP,0,32.0
ITE00105250,18640316,PRCP,171,339.8
UK000056225,18640316,TMAX,92,197.6
UK000056225,18640316,TMIN,11,51.8
UK000056225,18640316,PRCP,0,32.0
ASN00026026,18640316,PRCP,0,32.0
ASN00089049,18640316,PRCP,0,32.0
SZ000006717,18640316,TMAX,-2,28.4
SZ000006717,18640316,TMIN,-57,-70.60000000000001
ASN00023078,18640316,PRCP,0,32.0
ASN00019024,18640316,PRCP,0,32.0
ITE00100550,18640317,TMAX,98,208.4
ITE00100550,18640317,TMIN,40,104.0
ITE00100550,18640317,PRCP,7,44.6
USC00064757,18640317,PRCP,0,32.0
SF000208660,18640317,PRCP,0,32.0
SWE00100003,18640317,PRCP,0,32.0
ASN00086071,18640317,TMAX,201,393.8
ASN00086071,18640317,TMIN,104,219.20000000000002
ASN00086071,18640317,PRCP,0,32.0
USP00CA0003,18640317,PRCP,13,55.400000000000006
USC00189674,18640317,PRCP,0,32.0
CA006158350,18640317,TMAX,28,82.4
CA006158350,18640317,TMIN,-33,-27.4
CA006158350,18640317,PRCP,13,55.400000000000006
CA006158350,18640317,SNOW,13,55.400000000000006
HRE00105189,18640317,PRCP,0,32.0
ASN00067054,18640317,PRCP,23,73.4
ASN00081003,18640317,PRCP,0,32.0
ASN00078037,18640317,PRCP,0,32.0
ASN00070037,18640317,PRCP,0,32.0
EIE00101859,18640317,TMAX,117,242.6
EIE00101859,18640317,TMIN,61,141.8
EIE00101859,18640317,PRCP,15,59.0
ASN00019036,18640317,PRCP,0,32.0
BE000006447,18640317,TMAX,93,199.4
BE000006447,18640317,TMIN,-16,3.1999999999999993
AGE00135039,18640317,TMAX,170,338.0
AGE00135039,18640317,TMIN,90,194.0
AGE00135039,18640317,PRCP,0,32.0
ASN00022020,18640317,PRCP,0,32.0
ASN00023721,18640317,PRCP,0,32.0
USC00047738,18640317,PRCP,0,32.0
NLM00006235,18640317,PRCP,0,32.0
ASN00026020,18640317,PRCP,0,32.0
GME00125218,18640317,TMAX,28,82.4
GME00125218,18640317,TMIN,-35,-31.0
GME00125218,18640317,PRCP,0,32.0
GME00125218,18640317,SNWD,0,32.0
NLE00100499,18640317,PRCP,0,32.0
EZE00100082,18640317,TMAX,34,93.2
EZE00100082,18640317,TMIN,-18,-0.3999999999999986
EZE00100082,18640317,PRCP,0,32.0
ITE00100554,18640317,TMAX,105,221.0
ITE00100554,18640317,TMIN,40,104.0
ITE00100554,18640317,PRCP,0,32.0
USC00361920,18640317,PRCP,0,32.0
ASN00056002,18640317,PRCP,0,32.0
ASN00066062,18640317,TMAX,228,442.40000000000003
ASN00066062,18640317,TMIN,166,330.8
ASN00066062,18640317,PRCP,23,73.4
ASN00023000,18640317,PRCP,0,32.0
ASN00072001,18640317,PRCP,0,32.0
SW000010537,18640317,PRCP,0,32.0
AU000005901,18640317,TMAX,46,114.8
AU000005901,18640317,TMIN,-26,-14.800000000000004
GM000004204,18640317,TMAX,44,111.2
GM000004204,18640317,TMIN,-26,-14.800000000000004
GM000004204,18640317,PRCP,10,50.0
ASN00061055,18640317,PRCP,76,168.8
ASN00021014,18640317,PRCP,0,32.0
UK000047811,18640317,TMAX,120,248.0
UK000047811,18640317,TMIN,54,129.2
UK000047811,18640317,PRCP,17,62.6
HR000142360,18640317,PRCP,18,64.4
ASN00084016,18640317,PRCP,0,32.0
ITE00100552,18640317,PRCP,0,32.0
ASN00021010,18640317,PRCP,0,32.0
ITE00100553,18640317,PRCP,0,32.0
ITE00105250,18640317,PRCP,0,32.0
UK000056225,18640317,TMAX,93,199.4
UK000056225,18640317,TMIN,-24,-11.200000000000003
UK000056225,18640317,PRCP,0,32.0
ASN00026026,18640317,PRCP,0,32.0
ASN00089049,18640317,PRCP,0,32.0
SZ000006717,18640317,TMAX,27,80.6
SZ000006717,18640317,TMIN,-68,-90.4
ASN00023078,18640317,PRCP,0,32.0
ASN00019024,18640317,PRCP,0,32.0
ITE00100550,18640318,TMAX,96,204.8
ITE00100550,18640318,TMIN,3,37.4
ITE00100550,18640318,PRCP,0,32.0
USC00064757,18640318,PRCP,0,32.0
SF000208660,18640318,PRCP,25,77.0
SWE00100003,18640318,PRCP,0,32.0
ASN00086071,18640318,TMAX,187,368.6
ASN00086071,18640318,TMIN,122,251.6
ASN00086071,18640318,PRCP,0,32.0
USP00CA0003,18640318,PRCP,102,215.6
USC00189674,18640318,PRCP,0,32.0
CA006158350,18640318,TMAX,17,62.6
CA006158350,18640318,TMIN,-17,1.3999999999999986
CA006158350,18640318,PRCP,10,50.0
CA006158350,18640318,SNOW,10,50.0
HRE00105189,18640318,PRCP,0,32.0
ASN00067054,18640318,PRCP,36,96.8
ASN00081003,18640318,PRCP,0,32.0
ASN00078037,18640318,PRCP,0,32.0
ASN00070037,18640318,PRCP,0,32.0
EIE00101859,18640318,TMAX,128,262.4
EIE00101859,18640318,TMIN,67,152.60000000000002
EIE00101859,18640318,PRCP,0,32.0
ASN00019036,18640318,PRCP,0,32.0
BE000006447,18640318,TMAX,104,219.20000000000002
BE000006447,18640318,TMIN,-24,-11.200000000000003
AGE00135039,18640318,TMAX,160,320.0
AGE00135039,18640318,TMIN,115,239.0
AGE00135039,18640318,PRCP,90,194.0
ASN00022020,18640318,PRCP,0,32.0
ASN00023721,18640318,PRCP,0,32.0
USC00047738,18640318,PRCP,33,91.4
NLM00006235,18640318,PRCP,0,32.0
ASN00026020,18640318,PRCP,0,32.0
GME00125218,18640318,TMAX,50,122.0
GME00125218,18640318,TMIN,-40,-40.0
GME00125218,18640318,PRCP,0,32.0
GME00125218,18640318,SNWD,0,32.0
NLE00100499,18640318,PRCP,0,32.0
EZE00100082,18640318,TMAX,44,111.2
EZE00100082,18640318,TMIN,-31,-23.800000000000004
EZE00100082,18640318,PRCP,0,32.0
ITE00100554,18640318,TMAX,105,221.0
ITE00100554,18640318,TMIN,30,86.0
ITE00100554,18640318,PRCP,0,32.0
USC00361920,18640318,PRCP,0,32.0
ASN00056002,18640318,PRCP,0,32.0
ASN00066062,18640318,TMAX,249,480.2
ASN00066062,18640318,TMIN,171,339.8
ASN00066062,18640318,PRCP,10,50.0
ASN00023000,18640318,PRCP,0,32.0
ASN00072001,18640318,PRCP,0,32.0
SW000010537,18640318,PRCP,0,32.0
AU000005901,18640318,TMAX,29,84.2
AU000005901,18640318,TMIN,-19,-2.200000000000003
GM000004204,18640318,TMAX,53,127.4
GM000004204,18640318,TMIN,-61,-77.8
GM000004204,18640318,PRCP,1,33.8
ASN00061055,18640318,PRCP,127,260.6
ASN00021014,18640318,PRCP,0,32.0
UK000047811,18640318,TMAX,103,217.4
UK000047811,18640318,TMIN,14,57.2
UK000047811,18640318,PRCP,0,32.0
HR000142360,18640318,PRCP,0,32.0
ASN00084016,18640318,PRCP,0,32.0
ITE00100552,18640318,PRCP,0,32.0
ASN00021010,18640318,PRCP,0,32.0
ITE00100553,18640318,PRCP,0,32.0
ITE00105250,18640318,PRCP,0,32.0
UK000056225,18640318,TMAX,160,320.0
UK000056225,18640318,TMIN,-13,8.599999999999998
UK000056225,18640318,PRCP,0,32.0
ASN00026026,18640318,PRCP,0,32.0
ASN00089049,18640318,PRCP,0,32.0
SZ000006717,18640318,TMAX,-4,24.8
SZ000006717,18640318,TMIN,-64,-83.2
ASN00023078,18640318,PRCP,0,32.0
ASN00019024,18640318,PRCP,0,32.0
ITE00100550,18640319,TMAX,103,217.4
ITE00100550,18640319,TMIN,-8,17.6
ITE00100550,18640319,PRCP,0,32.0
USC00064757,18640319,PRCP,0,32.0
SF000208660,18640319,PRCP,0,32.0
SWE00100003,18640319,PRCP,0,32.0
ASN00086071,18640319,TMAX,172,341.6
ASN00086071,18640319,TMIN,117,242.6
ASN00086071,18640319,PRCP,13,55.400000000000006
USP00CA0003,18640319,PRCP,10,50.0
USC00189674,18640319,PRCP,0,32.0
CA006158350,18640319,TMAX,-56,-68.8
CA006158350,18640319,TMIN,-117,-178.6
CA006158350,18640319,PRCP,0,32.0
CA006158350,18640319,SNOW,0,32.0
HRE00105189,18640319,PRCP,0,32.0
ASN00067054,18640319,PRCP,38,100.4
ASN00081003,18640319,PRCP,0,32.0
ASN00078037,18640319,PRCP,0,32.0
ASN00070037,18640319,PRCP,0,32.0
EIE00101859,18640319,TMAX,133,271.4
EIE00101859,18640319,TMIN,72,161.6
EIE00101859,18640319,PRCP,0,32.0
ASN00019036,18640319,PRCP,0,32.0
BE000006447,18640319,TMAX,128,262.4
BE000006447,18640319,TMIN,-8,17.6
AGE00135039,18640319,TMAX,170,338.0
AGE00135039,18640319,TMIN,125,257.0
AGE00135039,18640319,PRCP,20,68.0
ASN00022020,18640319,PRCP,0,32.0
ASN00023721,18640319,PRCP,0,32.0
USC00047738,18640319,PRCP,10,50.0
NLM00006235,18640319,PRCP,0,32.0
ASN00026020,18640319,PRCP,10,50.0
GME00125218,18640319,TMAX,48,118.4
GME00125218,18640319,TMIN,-30,-22.0
GME00125218,18640319,PRCP,0,32.0
GME00125218,18640319,SNWD,0,32.0
NLE00100499,18640319,PRCP,0,32.0
EZE00100082,18640319,TMAX,55,131.0
EZE00100082,18640319,TMIN,-31,-23.800000000000004
EZE00100082,18640319,PRCP,0,32.0
ITE00100554,18640319,TMAX,106,222.8
ITE00100554,18640319,TMIN,38,100.4
ITE00100554,18640319,PRCP,0,32.0
USC00361920,18640319,PRCP,0,32.0
ASN00056002,18640319,PRCP,267,512.6
ASN00066062,18640319,TMAX,192,377.6
ASN00066062,18640319,TMIN,180,356.0
ASN00066062,18640319,PRCP,109,228.20000000000002
ASN00023000,18640319,PRCP,0,32.0
ASN00072001,18640319,PRCP,0,32.0
SW000010537,18640319,PRCP,0,32.0
AU000005901,18640319,TMAX,55,131.0
AU000005901,18640319,TMIN,-16,3.1999999999999993
GM000004204,18640319,TMAX,70,158.0
GM000004204,18640319,TMIN,-53,-63.400000000000006
GM000004204,18640319,PRCP,1,33.8
ASN00061055,18640319,PRCP,102,215.6
ASN00021014,18640319,PRCP,0,32.0
UK000047811,18640319,TMAX,98,208.4
UK000047811,18640319,TMIN,3,37.4
UK000047811,18640319,PRCP,0,32.0
HR000142360,18640319,PRCP,0,32.0
ASN00084016,18640319,PRCP,13,55.400000000000006
ITE00100552,18640319,PRCP,0,32.0
ASN00021010,18640319,PRCP,0,32.0
ITE00100553,18640319,PRCP,0,32.0
ITE00105250,18640319,PRCP,25,77.0
UK000056225,18640319,TMAX,149,300.2
UK000056225,18640319,TMIN,-4,24.8
UK000056225,18640319,PRCP,0,32.0
ASN00026026,18640319,PRCP,0,32.0
ASN00089049,18640319,PRCP,0,32.0
SZ000006717,18640319,TMAX,-51,-59.8
SZ000006717,18640319,TMIN,-102,-151.6
ASN00023078,18640319,PRCP,0,32.0
ASN00019024,18640319,PRCP,0,32.0
ITE00100550,18640320,TMAX,126,258.8
ITE00100550,18640320,TMIN,30,86.0
ITE00100550,18640320,PRCP,0,32.0
USC00064757,18640320,PRCP,0,32.0
SF000208660,18640320,PRCP,0,32.0
SWE00100003,18640320,PRCP,0,32.0
ASN00086071,18640320,TMAX,175,347.0
ASN00086071,18640320,TMIN,127,260.6
ASN00086071,18640320,PRCP,0,32.0
USP00CA0003,18640320,PRCP,0,32.0
USC00189674,18640320,PRCP,0,32.0
CA006158350,18640320,TMAX,-72,-97.6
CA006158350,18640320,TMIN,-150,-238.0
CA006158350,18640320,PRCP,0,32.0
CA006158350,18640320,SNOW,0,32.0
HRE00105189,18640320,PRCP,0,32.0
ASN00067054,18640320,PRCP,66,150.8
ASN00081003,18640320,PRCP,0,32.0
ASN00078037,18640320,PRCP,0,32.0
ASN00070037,18640320,PRCP,0,32.0
EIE00101859,18640320,TMAX,139,282.20000000000005
EIE00101859,18640320,TMIN,67,152.60000000000002
EIE00101859,18640320,PRCP,0,32.0
ASN00019036,18640320,PRCP,0,32.0
BE000006447,18640320,TMAX,141,285.8
BE000006447,18640320,TMIN,25,77.0
AGE00135039,18640320,PRCP,3,37.4
ASN00022020,18640320,PRCP,0,32.0
ASN00023721,18640320,PRCP,0,32.0
USC00047738,18640320,PRCP,0,32.0
NLM00006235,18640320,PRCP,0,32.0
ASN00026020,18640320,PRCP,0,32.0
GME00125218,18640320,TMAX,70,158.0
GME00125218,18640320,TMIN,-23,-9.399999999999999
GME00125218,18640320,PRCP,0,32.0
GME00125218,18640320,SNWD,0,32.0
NLE00100499,18640320,PRCP,0,32.0
EZE00100082,18640320,TMAX,58,136.4
EZE00100082,18640320,TMIN,-19,-2.200000000000003
EZE00100082,18640320,PRCP,0,32.0
ITE00100554,18640320,TMAX,117,242.6
ITE00100554,18640320,TMIN,50,122.0
ITE00100554,18640320,PRCP,0,32.0
USC00361920,18640320,PRCP,0,32.0
ASN00056002,18640320,PRCP,0,32.0
ASN00066062,18640320,TMAX,189,372.2
ASN00066062,18640320,TMIN,184,363.2
ASN00066062,18640320,PRCP,183,361.40000000000003
ASN00023000,18640320,PRCP,0,32.0
ASN00072001,18640320,PRCP,0,32.0
SW000010537,18640320,PRCP,0,32.0
AU000005901,18640320,TMAX,110,230.0
AU000005901,18640320,TMIN,-5,23.0
GM000004204,18640320,TMAX,94,201.20000000000002
GM000004204,18640320,TMIN,-41,-41.8
GM000004204,18640320,PRCP,1,33.8
ASN00061055,18640320,PRCP,0,32.0
ASN00021014,18640320,PRCP,0,32.0
UK000047811,18640320,TMAX,113,235.4
UK000047811,18640320,TMIN,48,118.4
UK000047811,18640320,PRCP,52,125.60000000000001
HR000142360,18640320,PRCP,0,32.0
ASN00084016,18640320,PRCP,0,32.0
ITE00100552,18640320,PRCP,0,32.0
ASN00021010,18640320,PRCP,0,32.0
ITE00100553,18640320,PRCP,0,32.0
ITE00105250,18640320,PRCP,0,32.0
UK000056225,18640320,TMAX,76,168.8
UK000056225,18640320,TMIN,21,69.80000000000001
UK000056225,18640320,PRCP,0,32.0
ASN00026026,18640320,PRCP,0,32.0
ASN00089049,18640320,PRCP,0,32.0
SZ000006717,18640320,TMAX,-28,-18.4
SZ000006717,18640320,TMIN,-81,-113.80000000000001
ASN00023078,18640320,PRCP,0,32.0
ASN00019024,18640320,PRCP,0,32.0
ITE00100550,18640321,TMAX,110,230.0
ITE00100550,18640321,TMIN,35,95.0
ITE00100550,18640321,PRCP,25,77.0
USC00064757,18640321,PRCP,0,32.0
SF000208660,18640321,PRCP,0,32.0
SWE00100003,18640321,PRCP,0,32.0
ASN00086071,18640321,TMAX,183,361.40000000000003
ASN00086071,18640321,TMIN,128,262.4
ASN00086071,18640321,PRCP,8,46.4
USP00CA0003,18640321,PRCP,8,46.4
USC00189674,18640321,PRCP,0,32.0
CA006158350,18640321,TMAX,-72,-97.6
CA006158350,18640321,TMIN,-161,-257.8
CA006158350,18640321,PRCP,0,32.0
CA006158350,18640321,SNOW,0,32.0
HRE00105189,18640321,PRCP,0,32.0
ASN00067054,18640321,PRCP,8,46.4
ASN00081003,18640321,PRCP,0,32.0
ASN00078037,18640321,PRCP,0,32.0
ASN00070037,18640321,PRCP,0,32.0
EIE00101859,18640321,TMAX,156,312.8
EIE00101859,18640321,TMIN,44,111.2
EIE00101859,18640321,PRCP,0,32.0
ASN00019036,18640321,PRCP,0,32.0
BE000006447,18640321,TMAX,125,257.0
BE000006447,18640321,TMIN,2,35.6
AGE00135039,18640321,TMAX,165,329.0
AGE00135039,18640321,TMIN,85,185.0
AGE00135039,18640321,PRCP,0,32.0
ASN00022020,18640321,PRCP,0,32.0
ASN00023721,18640321,PRCP,0,32.0
USC00047738,18640321,PRCP,5,41.0
NLM00006235,18640321,PRCP,0,32.0
ASN00026020,18640321,PRCP,0,32.0
GME00125218,18640321,TMAX,83,181.4
GME00125218,18640321,TMIN,-6,21.2
GME00125218,18640321,PRCP,0,32.0
GME00125218,18640321,SNWD,0,32.0
NLE00100499,18640321,PRCP,0,32.0
EZE00100082,18640321,TMAX,86,186.8
EZE00100082,18640321,TMIN,2,35.6
EZE00100082,18640321,PRCP,16,60.8
ITE00100554,18640321,TMAX,132,269.6
ITE00100554,18640321,TMIN,66,150.8
ITE00100554,18640321,PRCP,0,32.0
USC00361920,18640321,PRCP,0,32.0
ASN00056002,18640321,PRCP,318,604.4
ASN00066062,18640321,TMAX,196,384.8
ASN00066062,18640321,TMIN,138,280.4
ASN00066062,18640321,PRCP,69,156.2
ASN00023000,18640321,PRCP,0,32.0
ASN00072001,18640321,PRCP,0,32.0
SW000010537,18640321,PRCP,0,32.0
AU000005901,18640321,TMAX,95,203.0
AU000005901,18640321,TMIN,25,77.0
GM000004204,18640321,TMAX,75,167.0
GM000004204,18640321,TMIN,-4,24.8
GM000004204,18640321,PRCP,1,33.8
ASN00061055,18640321,PRCP,368,694.4
ASN00021014,18640321,PRCP,0,32.0
UK000047811,18640321,TMAX,93,199.4
UK000047811,18640321,TMIN,15,59.0
UK000047811,18640321,PRCP,0,32.0
HR000142360,18640321,PRCP,0,32.0
ASN00084016,18640321,PRCP,0,32.0
ITE00100552,18640321,PRCP,5,41.0
ASN00021010,18640321,PRCP,0,32.0
ITE00100553,18640321,PRCP,0,32.0
ITE00105250,18640321,PRCP,13,55.400000000000006
UK000056225,18640321,TMAX,66,150.8
UK000056225,18640321,TMIN,21,69.80000000000001
UK000056225,18640321,PRCP,0,32.0
ASN00026026,18640321,PRCP,0,32.0
ASN00089049,18640321,PRCP,0,32.0
SZ000006717,18640321,TMAX,-40,-40.0
SZ000006717,18640321,TMIN,-60,-76.0
ASN00023078,18640321,PRCP,0,32.0
ASN00019024,18640321,PRCP,0,32.0
ITE00100550,18640322,TMAX,138,280.4
ITE00100550,18640322,TMIN,54,129.2
ITE00100550,18640322,PRCP,15,59.0
USC00064757,18640322,PRCP,0,32.0
SF000208660,18640322,PRCP,0,32.0
SWE00100003,18640322,PRCP,0,32.0
ASN00086071,18640322,TMAX,179,354.2
ASN00086071,18640322,TMIN,122,251.6
ASN00086071,18640322,PRCP,8,46.4
USP00CA0003,18640322,PRCP,0,32.0
USC00189674,18640322,PRCP,0,32.0
CA006158350,18640322,TMAX,-78,-108.4
CA006158350,18640322,TMIN,-161,-257.8
CA006158350,18640322,PRCP,0,32.0
CA006158350,18640322,SNOW,0,32.0
HRE00105189,18640322,PRCP,0,32.0
ASN00067054,18640322,PRCP,0,32.0
ASN00081003,18640322,PRCP,0,32.0
ASN00078037,18640322,PRCP,0,32.0
ASN00070037,18640322,PRCP,0,32.0
EIE00101859,18640322,TMAX,122,251.6
EIE00101859,18640322,TMIN,39,102.2
EIE00101859,18640322,PRCP,5,41.0
ASN00019036,18640322,PRCP,0,32.0
BE000006447,18640322,TMAX,111,231.8
BE000006447,18640322,TMIN,0,32.0
AGE00135039,18640322,TMAX,180,356.0
AGE00135039,18640322,TMIN,110,230.0
AGE00135039,18640322,PRCP,0,32.0
ASN00022020,18640322,PRCP,0,32.0
ASN00023721,18640322,PRCP,0,32.0
USC00047738,18640322,PRCP,3,37.4
NLM00006235,18640322,PRCP,0,32.0
ASN00026020,18640322,PRCP,0,32.0
GME00125218,18640322,TMAX,83,181.4
GME00125218,18640322,TMIN,25,77.0
GME00125218,18640322,PRCP,0,32.0
GME00125218,18640322,SNWD,0,32.0
NLE00100499,18640322,PRCP,0,32.0
EZE00100082,18640322,TMAX,99,210.20000000000002
EZE00100082,18640322,TMIN,40,104.0
EZE00100082,18640322,PRCP,0,32.0
ITE00100554,18640322,TMAX,127,260.6
ITE00100554,18640322,TMIN,65,149.0
ITE00100554,18640322,PRCP,0,32.0
USC00361920,18640322,PRCP,0,32.0
ASN00056002,18640322,PRCP,38,100.4
ASN00066062,18640322,TMAX,203,397.40000000000003
ASN00066062,18640322,TMIN,136,276.8
ASN00066062,18640322,PRCP,8,46.4
ASN00023000,18640322,PRCP,0,32.0
ASN00072001,18640322,PRCP,0,32.0
SW000010537,18640322,PRCP,0,32.0
AU000005901,18640322,TMAX,116,240.8
AU000005901,18640322,TMIN,48,118.4
GM000004204,18640322,TMAX,74,165.20000000000002
GM000004204,18640322,TMIN,-23,-9.399999999999999
GM000004204,18640322,PRCP,2,35.6
ASN00061055,18640322,PRCP,76,168.8
ASN00021014,18640322,PRCP,0,32.0
UK000047811,18640322,TMAX,80,176.0
UK000047811,18640322,TMIN,28,82.4
UK000047811,18640322,PRCP,0,32.0
HR000142360,18640322,PRCP,67,152.60000000000002
ASN00084016,18640322,PRCP,0,32.0
ITE00100552,18640322,PRCP,0,32.0
ASN00021010,18640322,PRCP,0,32.0
ITE00100553,18640322,PRCP,0,32.0
ITE00105250,18640322,PRCP,0,32.0
UK000056225,18640322,TMAX,88,190.4
UK000056225,18640322,TMIN,21,69.80000000000001
UK000056225,18640322,PRCP,0,32.0
ASN00026026,18640322,PRCP,0,32.0
ASN00089049,18640322,PRCP,0,32.0
SZ000006717,18640322,TMAX,30,86.0
SZ000006717,18640322,TMIN,-53,-63.400000000000006
ASN00023078,18640322,PRCP,0,32.0
ASN00019024,18640322,PRCP,0,32.0
ITE00100550,18640323,TMAX,150,302.0
ITE00100550,18640323,TMIN,56,132.8
ITE00100550,18640323,PRCP,25,77.0
USC00064757,18640323,PRCP,0,32.0
SF000208660,18640323,PRCP,0,32.0
SWE00100003,18640323,PRCP,0,32.0
ASN00086071,18640323,TMAX,203,397.40000000000003
ASN00086071,18640323,TMIN,91,195.8
ASN00086071,18640323,PRCP,0,32.0
USP00CA0003,18640323,PRCP,0,32.0
USC00189674,18640323,PRCP,254,489.2
USC00189674,18640323,SNOW,254,489.2
CA006158350,18640323,TMAX,6,42.8
CA006158350,18640323,TMIN,-117,-178.6
CA006158350,18640323,PRCP,0,32.0
CA006158350,18640323,SNOW,0,32.0
HRE00105189,18640323,PRCP,0,32.0
ASN00067054,18640323,PRCP,0,32.0
ASN00081003,18640323,PRCP,0,32.0
ASN00078037,18640323,PRCP,0,32.0
ASN00070037,18640323,PRCP,0,32.0
EIE00101859,18640323,TMAX,111,231.8
EIE00101859,18640323,TMIN,28,82.4
EIE00101859,18640323,PRCP,0,32.0
ASN00019036,18640323,PRCP,0,32.0
BE000006447,18640323,TMAX,98,208.4
BE000006447,18640323,TMIN,2,35.6
AGE00135039,18640323,TMAX,180,356.0
AGE00135039,18640323,TMIN,95,203.0
AGE00135039,18640323,PRCP,0,32.0
ASN00022020,18640323,PRCP,0,32.0
ASN00023721,18640323,PRCP,0,32.0
USC00047738,18640323,PRCP,0,32.0
NLM00006235,18640323,PRCP,0,32.0
ASN00026020,18640323,PRCP,0,32.0
GME00125218,18640323,TMAX,78,172.4
GME00125218,18640323,TMIN,-4,24.8
GME00125218,18640323,PRCP,0,32.0
GME00125218,18640323,SNWD,0,32.0
NLE00100499,18640323,PRCP,0,32.0
EZE00100082,18640323,TMAX,67,152.60000000000002
EZE00100082,18640323,TMIN,20,68.0
EZE00100082,18640323,PRCP,9,48.2
ITE00100554,18640323,TMAX,155,311.0
ITE00100554,18640323,TMIN,56,132.8
ITE00100554,18640323,PRCP,0,32.0
USC00361920,18640323,PRCP,0,32.0
ASN00056002,18640323,PRCP,13,55.400000000000006
ASN00066062,18640323,TMAX,233,451.40000000000003
ASN00066062,18640323,TMIN,144,291.2
ASN00066062,18640323,PRCP,76,168.8
ASN00023000,18640323,PRCP,0,32.0
ASN00072001,18640323,PRCP,0,32.0
SW000010537,18640323,PRCP,0,32.0
AU000005901,18640323,TMAX,123,253.4
AU000005901,18640323,TMIN,28,82.4
GM000004204,18640323,TMAX,75,167.0
GM000004204,18640323,TMIN,3,37.4
GM000004204,18640323,PRCP,0,32.0
ASN00061055,18640323,PRCP,64,147.2
ASN00021014,18640323,PRCP,0,32.0
